ID,HH_ID,HH_WEIGHT,TOT_VEH,OP_VEH,VEH_NUM,VEH_ID,VEH_OWN,YEAR,MAKE,MODEL,BODY,VEH_TYPE
9363,619850,119.452583,2,2,2,61985002,1,2011,39,AVALON,1,2
9364,619904,661.246316,1,1,1,61990401,1,2008,23,MKZ,1,2
9365,619909,306.4186892,3,3,1,61990901,1,2008,6,trailblazer,2,2
9366,619909,306.4186892,3,3,2,61990902,1,2005,6,ssr,3,2
9367,619909,306.4186892,3,3,3,61990903,1,2013,6,equinox,2,2
9368,619964,104.0807432,2,2,1,61996401,1,2011,29,Murano,2,2
9369,619964,104.0807432,2,2,2,61996402,1,2009,14,Accord,4,2
9370,620059,120.2761666,3,3,1,62005901,2,2013,4,murano,1,2
9371,620059,120.2761666,3,3,2,62005902,1,2012,21,soul,2,2
9372,620059,120.2761666,3,3,3,62005903,1,1990,10,taurus,1,2
9373,620091,110.5243081,2,2,1,62009101,1,2004,10,Explorer,2,2
9374,620091,110.5243081,2,2,2,62009102,1,2012,39,Camry hybrid,1,1
9375,620106,111.8573428,1,1,1,62010601,1,2007,4,Lucerne,1,2
9376,620195,167.1296843,1,1,1,62019501,1,2008,6,TRAIL BLAZER,2,2
9377,620225,291.1077798,2,2,1,62022501,1,2006,39,RAV4,2,2
9378,620225,291.1077798,2,2,2,62022502,1,2006,27,Mini Cooper S,4,2
9379,620396,62.32999148,3,3,1,62039601,1,2010,1,TSX,1,2
9380,620396,62.32999148,3,3,2,62039602,2,2005,8,2500,3,2
9381,620396,62.32999148,3,3,3,62039603,1,2004,97,TESTAROSA,4,2
9382,620574,148.9857087,1,1,1,62057401,1,1993,4,PARK AVENUE,1,2
9383,620610,361.0949496,1,1,1,62061001,2,2006,7,300,1,2
9384,620710,353.5127695,2,2,1,62071001,1,9998,4,REGAL,98,2
9385,620710,353.5127695,2,2,2,62071002,1,9998,25,MYSTIC,98,2
9386,620735,78.3270837,2,2,1,62073501,1,2003,39,Avalon,1,2
9387,620735,78.3270837,2,2,2,62073502,1,2001,1,MDX,2,2
9388,620775,254.6179182,1,1,1,62077501,1,2006,24,5,2,2
9389,620860,148.6576354,1,1,1,62086001,1,1996,11,tracker,10,2
9390,620952,72.59781849,3,2,1,62095201,1,2012,14,accord,1,2
9391,620952,72.59781849,3,2,2,62095202,2,2011,37,outback,2,2
9392,621027,280.8026679,2,2,1,62102701,1,2010,8,Journey,2,2
9393,621027,280.8026679,2,2,2,62102702,2,2010,29,Altima,1,2
9394,621127,114.389433,2,2,1,62112701,1,2003,14,ELEMENT,2,2
9395,621127,114.389433,2,2,2,62112702,1,9998,6,,9,2
9399,621326,904.6274917,1,1,1,62132601,1,2003,4,century,1,2
9400,621440,68.44630683,1,1,1,62144001,1,2007,1,CSX,1,2
9401,621495,174.5328348,2,2,1,62149501,1,2000,10,FOCUS,7,2
9402,621495,174.5328348,2,2,2,62149502,1,2003,10,TAURUS,1,2
9403,621512,121.3732372,5,5,1,62151201,1,2004,12,SIERA 1500,3,2
9404,621512,121.3732372,5,5,2,62151202,1,2012,12,SIERA 3500,3,3
9405,621512,121.3732372,5,5,3,62151203,1,2002,10,F350,3,3
9406,621512,121.3732372,5,5,4,62151204,1,2005,10,F550,3,3
9407,621512,121.3732372,5,5,5,62151205,1,2009,97,T270,3,3
9408,621597,309.8083981,3,3,1,62159701,2,2012,39,PILOT,2,2
9409,621597,309.8083981,3,3,2,62159702,1,2009,1,TL,1,2
9410,621597,309.8083981,3,3,3,62159703,1,2003,24,,4,2
9411,621762,61.89685035,1,1,1,62176201,1,2011,40,GOLF,6,2
9412,621807,129.9918898,1,1,1,62180701,1,1999,24,Protege,1,2
9413,621818,90.70733816,1,1,1,62181801,1,2007,19,LIBERTY,6,2
9414,621823,144.7736311,2,2,1,62182301,3,2006,2,A6,1,2
9415,621823,144.7736311,2,2,2,62182302,1,2012,12,YUKON XL,2,2
9416,621846,97.73604697,1,1,1,62184601,1,2003,30,Alero,1,2
9417,621854,374.5286473,1,1,1,62185401,1,2005,39,Matrix,6,2
9418,621947,197.7459677,2,2,1,62194701,1,2006,29,Mirada,2,2
9419,621947,197.7459677,2,2,2,62194702,1,2000,1,TL,1,2
9420,622037,159.8994346,3,3,1,62203701,1,2000,14,oddesy,8,2
9421,622037,159.8994346,3,3,2,62203702,1,2008,37,outback,6,2
9422,622037,159.8994346,3,3,3,62203703,1,2011,3,G650,12,2
9423,622108,104.0669146,1,1,1,62210801,1,2012,14,ACCORD,1,2
9424,622128,269.9617075,1,1,1,62212801,1,2005,24,3s,6,2
9425,622132,366.7475509,1,1,1,62213201,1,2006,15,elantra,1,2
9426,622144,395.0091586,1,1,1,62214401,1,2001,14,Civic,1,2
9427,622188,141.5273578,2,2,1,62218801,1,2011,14,CRV,2,2
9428,622188,141.5273578,2,2,2,62218802,1,1995,10,RANGER,3,2
9429,622218,57.77761893,2,2,1,62221801,1,2006,3,X3,2,2
9430,622218,57.77761893,2,2,2,62221802,1,2003,8,DAKOTA,3,2
9431,622327,292.8362229,5,5,1,62232701,1,2006,10,MOUNTAINEER,2,2
9432,622327,292.8362229,5,5,2,62232702,1,2008,8,,3,2
9433,622327,292.8362229,5,5,3,62232703,1,1998,6,,3,2
9434,622327,292.8362229,5,5,4,62232704,1,1998,6,,3,2
9435,622327,292.8362229,5,5,5,62232705,1,1999,10,RANGER,3,2
9436,622412,977.4157057,1,1,1,62241201,1,1999,22,es300,1,2
9439,622485,170.33356,1,1,1,62248501,1,2010,29,ROGUE,2,2
9440,622585,89.84290632,2,2,1,62258501,1,2005,7,Pacifica,7,2
9441,622585,89.84290632,2,2,2,62258502,1,2010,8,250,3,2
9442,622634,235.0178195,3,3,1,62263401,1,1987,6,Corvette,4,2
9443,622634,235.0178195,3,3,2,62263402,1,2000,10,Explorer,2,2
9444,622634,235.0178195,3,3,3,62263403,1,1995,10,Escort,6,2
9445,622712,551.5514962,1,1,1,62271201,1,2011,39,camry,1,2
9446,622780,143.3693098,1,1,1,62278001,2,2012,37,legacy,1,2
9447,622833,50.97747367,2,2,1,62283301,1,2004,16,I-35,1,2
9448,622833,50.97747367,2,2,2,62283302,1,1983,33,944,4,2
9449,622846,182.6658566,2,2,1,62284601,1,2004,39,CAMERY,1,2
9450,622846,182.6658566,2,2,2,62284602,1,2006,31,VIBE,7,2
9451,622856,70.88967639,3,3,1,62285601,1,2004,41,XC70,7,2
9452,622856,70.88967639,3,3,2,62285602,1,9998,27,MODEL S,1,2
9453,622856,70.88967639,3,3,3,62285603,1,2001,37,OUTBACK,1,2
9454,622959,168.9412489,2,2,1,62295901,1,2009,37,Forester,2,2
9455,622959,168.9412489,2,2,2,62295902,1,2001,39,Celica,4,2
9456,622974,120.6591469,1,1,1,62297401,1,2000,14,civic,1,2
9457,623057,144.3411217,1,1,1,62305701,1,2013,39,CRROLLA,1,2
9458,623110,246.3009683,3,2,1,62311001,1,2010,8,nitro,7,2
9459,623110,246.3009683,3,2,2,62311002,1,2001,15,tiberon,4,2
9460,623129,52.30926528,3,3,1,62312901,1,1994,10,F-150,3,2
9461,623129,52.30926528,3,3,2,62312902,1,2010,10,FUSION,1,2
9462,623129,52.30926528,3,3,3,62312903,1,2013,10,ESCAPE,2,2
9463,623226,131.9083712,2,2,1,62322601,1,2006,10,f150,3,2
9464,623226,131.9083712,2,2,2,62322602,1,2010,6,equanox,2,2
9465,623284,537.0295472,1,1,1,62328401,1,2012,8,Challenger,4,2
9466,623359,74.05932048,2,1,1,62335901,1,2006,6,Impala,1,2
9467,623410,88.43928437,2,2,1,62341001,1,2000,39,RAV 4,2,2
9468,623410,88.43928437,2,2,2,62341002,1,1998,7,SEBRING,1,2
9469,623487,85.65057604,2,2,1,62348701,1,2005,26,CLK,5,2
9470,623487,85.65057604,2,2,2,62348702,1,2000,7,CHERYOKE,2,2
9471,623530,145.1799519,3,3,1,62353001,1,2001,10,expedition,2,2
9472,623530,145.1799519,3,3,2,62353002,1,2003,5,deville,1,2
9473,623530,145.1799519,3,3,3,62353003,1,2004,39,scion,8,2
9474,623536,838.3134319,2,2,1,62353601,1,2007,39,Prius,6,1
9475,623536,838.3134319,2,2,2,62353602,1,2003,1,"3.2 TL, Type S",1,2
9476,623558,80.66792431,2,2,1,62355801,1,2008,39,Corolla,1,2
9477,623558,80.66792431,2,2,2,62355802,1,2003,39,Camry,1,2
9478,623650,403.0127478,2,2,1,62365001,1,2005,25,grande marqus,1,2
9479,623650,403.0127478,2,2,2,62365002,1,2008,10,fusion,1,2
9480,623765,164.9124211,2,2,1,62376501,1,2008,14,CRV,11,2
9481,623765,164.9124211,2,2,2,62376502,1,1995,14,ACCORD,1,2
9482,623880,431.8087729,1,1,1,62388001,4,1999,8,drago,2,2
9483,623924,121.8370527,1,1,1,62392401,1,2010,37,forester,7,2
9484,623955,171.9416105,2,2,1,62395501,1,1999,12,PICK UP,3,2
9485,623955,171.9416105,2,2,2,62395502,1,2008,39,REV 4,2,2
9486,623990,204.1061668,2,2,1,62399001,1,2005,10,escape,2,2
9487,623990,204.1061668,2,2,2,62399002,1,2004,8,dakota,3,2
9488,623999,169.296557,1,1,1,62399901,1,2004,15,SANTA FE,2,2
9489,624163,88.76065251,1,1,1,62416301,1,2003,14,crv,2,2
9490,624189,136.8075997,3,2,1,62418901,1,2009,37,LEGACY,6,2
9491,624189,136.8075997,3,2,2,62418902,1,2007,39,FJ CRUISER,2,2
9492,624297,100.4369772,1,1,1,62429701,1,2010,14,ODYSSEY,8,2
9493,624305,172.3641442,3,2,1,62430501,1,2010,39,camry,1,2
9494,624305,172.3641442,3,2,2,62430502,1,2013,10,fusion,1,1
9495,624418,270.4203092,2,2,1,62441801,1,2000,10,MUSTANG,8,2
9496,624418,270.4203092,2,2,2,62441802,1,2004,39,SIENNA,8,2
9497,624429,581.2780632,1,1,1,62442901,4,9998,6,Don't Know,1,2
9498,624452,92.02911135,2,2,1,62445201,1,2008,6,AVALANCHE,10,2
9499,624452,92.02911135,2,2,2,62445202,1,2003,37,FORESTER,7,2
9500,624478,134.0598171,2,2,1,62447801,1,9999,98,,1,2
9501,624478,134.0598171,2,2,2,62447802,1,9998,98,,1,2
9502,624607,290.9903141,1,1,1,62460701,1,2003,23,LS,1,2
9503,624684,118.0515219,3,3,1,62468401,1,2012,15,GENESIS,1,2
9504,624684,118.0515219,3,3,2,62468402,1,2003,12,ENVOY,2,2
9505,624684,118.0515219,3,3,3,62468403,1,2008,32,SOLSTICE,4,2
9506,624701,441.8342901,1,1,1,62470101,1,2005,32,Vibe,6,2
9508,624786,662.4637753,2,2,1,62478601,1,1998,10,Escort,1,2
9509,624786,662.4637753,2,2,2,62478602,1,1998,10,Escort,1,2
9510,624818,100.2054795,2,2,1,62481801,1,2004,22,ES330,1,2
9511,624818,100.2054795,2,2,2,62481802,1,2011,40,TIGUANO,2,2
9512,624850,136.7410839,1,1,1,62485001,1,2005,29,CENTRA,1,2
9513,624873,119.3491223,3,3,1,62487301,1,2007,39,YARIS,6,2
9514,624873,119.3491223,3,3,2,62487302,1,2008,101,TC,6,2
9515,624873,119.3491223,3,3,3,62487303,1,2001,14,ACCORD,1,2
9516,624920,109.422792,2,2,1,62492001,1,2008,27,COOPER S,4,2
9517,624920,109.422792,2,2,2,62492002,1,1996,10,EXPLORE,2,2
9518,625030,151.8308429,2,2,1,62503001,1,2003,15,ELANTRA,1,2
9519,625030,151.8308429,2,2,2,62503002,1,2001,37,OUTBACK,2,2
9520,625090,88.30819257,2,2,1,62509001,1,2003,8,CARAVAN,8,2
9521,625090,88.30819257,2,2,2,62509002,1,2007,7,TOWN AND COUNTRY,8,2
9522,625112,125.9807802,1,1,1,62511201,1,2005,39,CAMRY,1,2
9523,625155,187.9631336,4,4,1,62515501,1,2000,30,SILLETO,9,2
9524,625155,187.9631336,4,4,2,62515502,1,2012,12,ACCADIA,2,2
9525,625155,187.9631336,4,4,3,62515503,1,2008,10,EXCAPE,2,2
9526,625155,187.9631336,4,4,4,62515504,1,1999,1,CL,1,2
9527,625198,132.9227931,1,1,1,62519801,1,2009,37,FORESTER,2,2
9531,625359,175.1911228,1,1,1,62535901,1,2010,37,forrester,2,2
9532,625409,129.8152217,1,1,1,62540901,2,2012,26,GLK350,2,2
9533,625416,86.24408668,3,2,1,62541601,1,2007,29,xterra,2,2
9534,625416,86.24408668,3,2,2,62541602,1,2005,10,500,1,2
9535,625460,134.7729028,2,2,1,62546001,1,2001,41,S40,1,2
9536,625460,134.7729028,2,2,2,62546002,1,2007,36,ION,1,2
9537,625507,374.3540339,2,2,1,62550701,1,2007,39,SCION,2,2
9538,625507,374.3540339,2,2,2,62550702,1,1998,6,LUMINA,4,2
9539,625693,449.4372624,2,2,1,62569301,1,2011,39,CAMRY,1,2
9540,625693,449.4372624,2,2,2,62569302,1,2013,39,PRIUS V,7,1
9541,625719,45.31848763,1,1,1,62571901,1,2012,37,FORRESTER,6,2
9542,625753,113.8784462,2,2,1,62575301,1,2002,39,CAMRY,1,2
9543,625753,113.8784462,2,2,2,62575302,1,2001,39,HIGHLANDER,2,2
9544,625867,146.2591376,2,2,1,62586701,1,2004,29,PATHFINDER,2,2
9545,625867,146.2591376,2,2,2,62586702,1,2007,29,VERSA,6,2
9546,626000,440.0571624,1,1,1,62600001,1,2006,39,CAMRY,1,2
9547,626013,146.8159121,2,2,1,62601301,1,2008,29,rogue,2,2
9548,626013,146.8159121,2,2,2,62601302,2,2011,14,ODYSSEY,8,2
9549,626016,210.5490837,2,2,1,62601601,1,2008,24,six,1,2
9550,626016,210.5490837,2,2,2,62601602,1,1991,41,six,7,2
9551,626094,147.9073787,3,3,1,62609401,1,2009,39,PRIUS,1,1
9552,626094,147.9073787,3,3,2,62609402,1,2005,1,TSX,1,2
9553,626094,147.9073787,3,3,3,62609403,1,2010,14,ODDYESSY,8,2
9554,626100,600.6323508,1,1,1,62610001,1,2002,8,DURANGO,2,2
9555,626205,71.2483343,2,2,1,62620501,1,2003,23,,1,2
9556,626205,71.2483343,2,2,2,62620502,1,2004,32,,1,2
9557,626254,69.05573187,3,3,1,62625401,1,2008,29,altima,1,2
9558,626254,69.05573187,3,3,2,62625402,1,2013,15,elantra,1,2
9559,626254,69.05573187,3,3,3,62625403,1,1999,19,cherokee,2,2
9560,626284,117.5415432,1,1,1,62628401,1,2011,39,PRIUS,6,1
9561,626377,138.6050573,1,1,1,62637701,1,2008,6,MALIBU,1,2
9562,626542,190.9693006,4,4,1,62654201,1,2007,14,ACCORD,1,2
9563,626542,190.9693006,4,4,2,62654202,1,2008,14,CIVIC,4,2
9564,626542,190.9693006,4,4,3,62654203,1,2003,14,CIVIC,1,2
9565,626542,190.9693006,4,4,4,62654204,1,2004,6,CAVALIAR,1,2
9566,626548,407.7463354,1,1,1,62654801,1,2012,21,soul,7,2
9567,626574,274.5275887,3,3,1,62657401,1,2002,14,CIVIC,1,2
9568,626574,274.5275887,3,3,2,62657402,1,1999,36,ST2,1,2
9569,626574,274.5275887,3,3,3,62657403,1,1992,4,,1,2
9570,626576,146.2591376,2,2,1,62657601,2,2011,15,pilot,10,2
9571,626576,146.2591376,2,2,2,62657602,1,2005,15,accord,1,2
9574,626628,85.65057604,2,2,1,62662801,1,2011,6,SILVERADO,3,2
9575,626628,85.65057604,2,2,2,62662802,1,2011,12,ACADIA,2,2
9578,626768,46.14759045,2,2,1,62676801,1,2000,26,E320,1,2
9579,626768,46.14759045,2,2,2,62676802,1,2011,2,A4,1,2
9580,626899,52.63248083,1,1,1,62689901,1,2009,2,A4,1,2
9583,627144,90.83653044,3,2,1,62714401,1,2008,37,OUTBACK,7,2
9584,627144,90.83653044,3,2,2,62714402,1,2007,14,FIT,6,2
9585,627225,118.6319448,2,2,1,62722501,1,2001,39,FORRUNNER,2,2
9586,627225,118.6319448,2,2,2,62722502,1,2001,26,ML 320,2,2
9587,627241,172.3641442,3,3,1,62724101,1,1996,7,JEEP,2,2
9588,627241,172.3641442,3,3,2,62724102,1,2004,14,CRV,2,2
9589,627241,172.3641442,3,3,3,62724103,1,1999,10,MUSTANG,4,2
9590,627275,302.4512189,3,3,1,62727501,3,2011,14,Accord,1,2
9591,627275,302.4512189,3,3,2,62727502,1,2011,39,Sienna,8,2
9592,627275,302.4512189,3,3,3,62727503,1,1974,97,B,5,2
9593,627277,80.69136363,1,1,1,62727701,1,1994,14,ACCORD,1,2
9594,627318,105.2986249,1,1,1,62731801,1,2002,7,concord,1,2
9595,627443,110.7012686,2,2,1,62744301,1,2008,6,avalanche,3,2
9596,627443,110.7012686,2,2,2,62744302,1,2004,6,monte carlo,1,2
9597,627468,336.1991306,1,1,1,62746801,1,1993,5,deville,1,2
9598,627522,515.8432672,1,1,1,62752201,1,2008,24,3,7,2
9599,627711,174.5835876,1,1,1,62771101,1,2010,14,accord,1,2
9600,627720,689.9618182,1,1,1,62772001,99,2000,99,Ford,99,2
9601,627778,149.2600636,2,2,1,62777801,1,2010,14,PILOT,2,2
9602,627778,149.2600636,2,2,2,62777802,2,2011,41,,1,2
9603,627831,236.2367019,2,2,1,62783101,1,2009,14,CRV,2,2
9604,627831,236.2367019,2,2,2,62783102,1,2012,39,CAMRY,1,1
9605,627843,152.6081427,2,2,1,62784301,1,2004,8,RAM,3,2
9606,627843,152.6081427,2,2,2,62784302,1,2000,8,CONVERSION VAN,9,2
9607,627918,166.9185927,2,2,1,62791801,1,2005,39,sienna,9,2
9608,627918,166.9185927,2,2,2,62791802,1,2009,39,prius,1,1
9609,627977,119.4780569,2,2,1,62797701,1,2005,2,A6,1,2
9610,627977,119.4780569,2,2,2,62797702,1,2003,41,CROSS COUNTRY,7,2
9611,627994,587.0413793,2,2,1,62799401,1,2012,10,focus,6,2
9612,627994,587.0413793,2,2,2,62799402,1,1996,37,legacy,1,2
9613,628183,151.4326591,3,2,1,62818301,1,2011,8,RAM 1500,3,2
9614,628183,151.4326591,3,2,2,62818302,1,2013,15,SONATA,1,2
9620,628264,525.3561367,4,3,1,62826401,1,2007,6,IMPALA,1,2
9621,628264,525.3561367,4,3,2,62826402,1,2007,6,SILVERADO,3,2
9622,628264,525.3561367,4,3,3,62826403,1,2005,24,4 DR SEDAN,1,2
9623,628501,199.7312102,2,2,1,62850101,2,2011,39,camry,1,2
9624,628501,199.7312102,2,2,2,62850102,2,2012,24,cx9,2,2
9625,628934,371.2432694,1,1,1,62893401,1,2006,14,civic,1,2
9626,628973,111.8573428,1,1,1,62897301,1,2013,14,FIT,98,2
9629,629188,166.5703555,1,1,1,62918801,1,2005,4,lasabre,1,2
9630,629246,127.2378462,2,2,1,62924601,2,2012,15,sanada,1,2
9631,629246,127.2378462,2,2,2,62924602,1,2006,14,civic,1,2
9632,629389,188.5182372,2,2,1,62938901,1,2011,37,OUTBACK,2,2
9633,629389,188.5182372,2,2,2,62938902,1,2007,15,SANTA FE,2,2
9634,629435,224.1524107,1,1,1,62943501,1,2003,39,RAV-4,2,2
9635,629588,104.0807432,2,2,1,62958801,1,2005,10,KING RANCH,3,2
9636,629588,104.0807432,2,2,2,62958802,1,2008,10,EXPLORER,2,2
9637,629630,122.387432,2,2,1,62963001,1,2012,21,SOUL,1,2
9638,629630,122.387432,2,2,2,62963002,1,1999,6,S10,3,2
9639,629688,126.0701419,1,1,1,62968801,1,2001,14,ACCORD,1,2
9640,629711,135.5631505,2,1,1,62971101,1,2011,4,LACROSS,1,2
9641,629746,116.1349608,3,3,1,62974601,4,2012,29,rogue,2,2
9642,629746,116.1349608,3,3,2,62974602,1,2005,12,truck,10,2
9643,629746,116.1349608,3,3,3,62974603,1,1995,1,,4,2
9644,629765,162.6578491,2,2,1,62976501,1,2011,15,ELANTRA,6,2
9645,629765,162.6578491,2,2,2,62976502,1,2010,8,CARAVAN,8,2
9646,630076,138.423895,2,2,1,63007601,1,2006,21,OPTIMA,1,2
9647,630076,138.423895,2,2,2,63007602,1,2002,21,SORRENTO,2,2
9652,630199,315.1032433,3,3,1,63019901,1,2004,39,PRIUS,6,1
9653,630199,315.1032433,3,3,2,63019902,1,1999,15,ACCENT,1,2
9654,630199,315.1032433,3,3,3,63019903,3,2004,12,CANYON,3,2
9655,630202,317.6801056,2,2,1,63020201,1,2006,8,graqnd carivan,8,2
9656,630202,317.6801056,2,2,2,63020202,1,1998,8,ram,3,2
9657,630220,80.06464557,1,1,1,63022001,1,1995,39,CAROLLA,1,2
9658,630291,331.6047336,1,1,1,63029101,1,2008,19,LIBERTY,2,2
9659,630357,454.0021055,2,2,1,63035701,1,1999,14,crv,2,2
9660,630357,454.0021055,2,2,2,63035702,1,2003,39,camry,1,2
9661,630387,139.9299519,2,2,1,63038701,1,1998,37,LEGECY,7,2
9662,630387,139.9299519,2,2,2,63038702,1,1990,8,GRAND CARAVAN,9,2
9663,630407,497.7610669,1,1,1,63040701,1,2008,29,Xterra,2,2
9664,630434,509.6154353,4,4,1,63043401,1,2010,10,FOCUS,1,2
9665,630434,509.6154353,4,4,2,63043402,1,1995,39,COROLLA,7,2
9666,630434,509.6154353,4,4,3,63043403,1,2001,19,CHEROKEE,2,2
9667,630434,509.6154353,4,4,4,63043404,1,1989,19,WRANGLER,2,2
9668,630469,175.0474284,3,3,1,63046901,1,2007,23,NAVIGATOR,2,2
9669,630469,175.0474284,3,3,2,63046902,1,2002,8,GRAND CARAVAN,8,2
9670,630469,175.0474284,3,3,3,63046903,1,2008,10,FUSION,1,2
9671,630499,79.27966319,2,2,1,63049901,1,2010,15,genesis,1,2
9672,630499,79.27966319,2,2,2,63049902,1,2006,37,outback,2,2
9673,630518,104.7554073,3,3,1,63051801,1,2009,10,FUSION,1,2
9674,630518,104.7554073,3,3,2,63051802,2,2013,15,SONATA,1,2
9675,630518,104.7554073,3,3,3,63051803,1,2009,38,BANDIT,12,2
9676,630586,345.3466614,2,2,1,63058601,1,2000,10,,8,2
9677,630586,345.3466614,2,2,2,63058602,1,2002,7,,8,2
9678,630624,106.908765,1,1,1,63062401,1,2006,29,MURANO,2,2
9682,630646,858.4879984,2,2,1,63064601,1,2005,39,Prius,6,1
9683,630646,858.4879984,2,2,2,63064602,1,2006,101,xA,6,2
9684,630681,137.6433157,2,2,1,63068101,1,1997,10,,1,2
9685,630681,137.6433157,2,2,2,63068102,1,2010,10,FUSION,1,2
9686,630719,131.9083712,2,2,1,63071901,1,9998,39,PRIS,1,1
9687,630719,131.9083712,2,2,2,63071902,1,9998,14,FIT,1,2
9689,630795,61.72939995,1,1,1,63079501,2,2005,22,350,1,2
9690,630823,194.2887478,2,2,1,63082301,1,2013,24,3,6,2
9691,630823,194.2887478,2,2,2,63082302,1,2011,39,SIENNA,8,2
9692,630855,337.3101463,2,1,1,63085501,1,2006,40,PASAT,1,2
9693,630867,113.7133917,3,2,1,63086701,1,2007,7,300,1,2
9694,630867,113.7133917,3,2,2,63086702,1,2007,14,ODDYSEY,8,2
9695,631227,161.6447783,2,2,1,63122701,1,2008,14,ACCORD,1,2
9696,631227,161.6447783,2,2,2,63122702,1,2002,24,MIATA,5,2
9697,631232,214.62457,1,1,1,63123201,1,2007,8,calliber,1,2
9698,631238,320.7022006,1,1,1,63123801,1,2011,14,CR-V,2,2
9699,631254,338.6488552,3,3,1,63125401,98,9998,98,Don't Know,98,98
9700,631254,338.6488552,3,3,2,63125402,98,9998,98,Don't Know,98,98
9701,631254,338.6488552,3,3,3,63125403,2,1975,5,Don't Know,3,4
9702,631283,162.0236544,3,3,1,63128301,1,2005,6,COLORADO,3,2
9703,631283,162.0236544,3,3,2,63128302,1,2005,4,TERRAZZA,8,2
9704,631283,162.0236544,3,3,3,63128303,1,1999,4,CENTURY,1,2
9705,631377,138.423895,2,2,1,63137701,1,2002,39,SOLARA,1,2
9706,631377,138.423895,2,2,2,63137702,1,2009,14,ACCORD,1,2
9707,631466,63.008432,1,1,1,63146601,1,2006,10,TAURUS,1,2
9708,631592,81.65874641,3,3,1,63159201,1,2000,39,AVALON,1,2
9709,631592,81.65874641,3,3,2,63159202,1,2002,39,CAMRY,1,2
9710,631592,81.65874641,3,3,3,63159203,1,2001,19,GRANDE CHEROKEE,2,2
9712,631866,126.7896706,2,2,1,63186601,2,2012,14,CIVIC,1,2
9713,631866,126.7896706,2,2,2,63186602,2,2011,29,SENTRA,1,2
9714,631931,99.34074363,1,1,1,63193101,1,2002,39,camry,1,2
9715,631959,145.6448325,1,1,1,63195901,1,2003,14,CRV,2,2
9716,631975,107.7989618,3,3,1,63197501,1,2005,39,SIENA,8,2
9717,631975,107.7989618,3,3,2,63197502,1,2000,3,X5,2,2
9718,631975,107.7989618,3,3,3,63197503,1,1995,33,911,5,2
9719,631991,345.5485017,1,1,1,63199101,1,2006,39,Corolla,1,2
9720,632186,101.6855954,3,2,1,63218601,1,1999,24,PROTEGE,1,2
9721,632186,101.6855954,3,2,2,63218602,1,1998,10,ECONOLINE,9,2
9725,632340,106.497994,3,2,1,63234001,1,2007,39,Yaris,1,2
9726,632340,106.497994,3,2,2,63234002,1,2011,39,Corolla,1,2
9727,632370,199.9757778,1,1,1,63237001,1,2006,39,carolla,1,2
9728,632372,85.8024196,1,1,1,63237201,1,2011,15,SONATA,1,2
9730,632527,147.5202345,4,4,1,63252701,1,2013,26,C300,1,2
9731,632527,147.5202345,4,4,2,63252702,1,2012,21,SORENTO,2,2
9732,632527,147.5202345,4,4,3,63252703,1,2001,26,C200,1,2
9733,632527,147.5202345,4,4,4,63252704,1,2001,5,DEVILLE,1,2
9734,632602,137.6433157,2,1,1,63260201,1,2005,15,som nata,1,2
9735,632607,304.5904482,2,2,1,63260701,1,2011,29,Rogue,2,2
9736,632607,304.5904482,2,2,2,63260702,1,2012,40,Jetta,1,2
9737,632721,664.9064377,1,1,1,63272101,1,2005,29,SENTRA,1,2
9738,632812,116.5505635,2,2,1,63281201,1,2009,10,EXPLORER,2,2
9739,632812,116.5505635,2,2,2,63281202,1,2011,39,YARIS,97,2
9740,632854,154.5832697,3,1,1,63285401,1,2005,19,liberty,2,2
9741,632960,74.62577298,3,3,1,63296001,1,2008,12,ACADIA,2,2
9742,632960,74.62577298,3,3,2,63296002,1,2000,8,DURANGO,2,2
9743,632960,74.62577298,3,3,3,63296003,1,2009,32,VIBE,1,2
9744,633050,138.3046121,1,1,1,63305001,1,2007,24,MITA,5,2
9749,633070,210.927685,2,2,1,63307001,1,2002,40,Pasat waggon,7,2
9750,633070,210.927685,2,2,2,63307002,1,2003,3,Z3,5,2
9751,633072,40.9367185,1,1,1,63307201,1,2006,39,COROLLA,1,2
9752,633090,90.99766735,2,2,1,63309001,1,2004,19,GRAND CHEROKE,2,2
9753,633090,90.99766735,2,2,2,63309002,1,2003,16,INFINITY,1,2
9754,633099,174.8708825,4,4,1,63309901,1,2006,39,CIENNA,8,2
9755,633099,174.8708825,4,4,2,63309902,1,2001,29,ALTIMA,1,2
9756,633099,174.8708825,4,4,3,63309903,1,2001,29,PATH FINDER,2,2
9757,633099,174.8708825,4,4,4,63309904,1,2013,26,SMART 42,4,2
9758,633135,318.4006055,2,2,1,63313501,1,2002,29,ALTIMA,1,2
9759,633135,318.4006055,2,2,2,63313502,1,2004,1,TSX,1,2
9760,633245,276.7446888,1,1,1,63324501,1,2002,26,230 sport coupe,6,2
9761,633344,79.81344164,1,1,1,63334401,1,1997,14,ODESSEY,9,2
9762,633359,345.5485017,1,1,1,63335901,1,2004,39,4Runner,2,2
9763,633385,112.1396828,3,3,1,63338501,1,2007,16,M35,1,2
9764,633385,112.1396828,3,3,2,63338502,2,2013,14,CROSSTOUR,2,2
9765,633385,112.1396828,3,3,3,63338503,1,2005,25,MOUNTIANER,2,2
9767,633541,274.1580544,2,2,1,63354101,2,2010,40,tituan,2,2
