ID,HH_ID,PERSON_NUM,PERSON_ID,HH_WEIGHT,P_WEIGHT,P_TOT_TRIPS,P_MO_TRIPS,P_NM_TRIPS,GPS_Factor,F_P_TOT_TRIPS,F_P_MO_TRIPS,F_P_NM_TRIPS,GEND,AGECAT,RACE,EDUCA,RELAT,LIC,EMPLY,WK_STAT,SEMPLY,JOBS,WK_LOC,W_GEO_ACC,W_STATE,W_REGION,W_COUNTY,W_CPA,W_MCD,W_TRACT,W_TAZ,HOURS,OCCUP,WK_MODE,WK_MODETMS,ARRV_WRK,ARRV_TMS,LV_WRK,LV_TMS,TCOMM,PARK_SUB,PARK_SUB_AMT,TRAN_SUB,TRAN_SUB_AMT,WDAY_1,WDAY_2,WDAY_3,WDAY_4,WDAY_5,WDAY_6,WDAY_7,STUDE,SCHOL,S_HOME,S_ONLN,S_GEO_ACC,S_STATE,S_REGION,S_COUNTY,S_CPA,S_MCD,S_TRACT,S_TAZ,PRESCH_1,PRESCH_2,PRESCH_3,T_TRIP,PAY_TYPE1,PAY_TYPE2,PAY_TYPE3,TAP
14497,662404,1,66240401,97.34688475,79.98971585,5,5,0,1.17,5.85,5.85,0,2,10,1,4,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14498,662408,1,66240801,165.5709035,92.80111934,3,3,0,1.17,3.51,3.51,0,2,9,1,4,0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14499,662408,2,66240802,165.5709035,100.7849758,3,3,0,1.17,3.51,3.51,0,1,11,1,2,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14500,662408,3,66240803,165.5709035,88.67975532,0,0,0,1.17,0,0,0,2,11,1,2,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14501,662477,1,66247701,91.92669207,79.9555954,6,6,0,1.17,7.02,7.02,0,2,10,1,6,0,1,1,,1,1,2,1,42,1,42029,029_313,4202972088,42029301500,8429,40,11,,,,,,,,,,,,1,2,3,4,,,,3,,,,,,,,,,,,,,,0,,,,
14502,662477,2,66247702,91.92669207,85.74355625,8,8,0,1.17,9.36,9.36,0,1,11,1,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14503,662546,1,66254601,128.9078373,86.47500056,0,0,0,1.17,0,0,0,2,10,1,4,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14504,662546,2,66254602,128.9078373,87.81261586,0,0,0,1.17,0,0,0,1,10,1,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14505,662693,1,66269301,174.9047129,98.05504548,4,4,0,1.17,4.68,4.68,0,1,10,1,5,0,1,1,,2,1,1,1,42,1,42017,017_507,4201781144,42017104902,15246,16,41,1,10,9,,9,,0,3,,8,,5,6,,,,,,3,,,,,,,,,,,,,,,0,,,,
14506,662693,2,66269302,174.9047129,85.33550784,0,0,0,1.17,0,0,0,2,10,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14507,662693,3,66269303,174.9047129,124.1023538,2,2,0,1.17,2.34,2.34,0,1,6,1,2,2,2,1,,2,1,1,1,,,,,,,,15,35,1,10,9,,9,,0,9,,8,,1,5,6,7,,,,3,,,,,,,,,,,,,,,0,,,,
14508,662899,1,66289901,173.3760515,123.9344482,7,0,7,1.13,7.91,0,7.91,2,8,1,5,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14509,662905,1,66290501,95.09307591,79.29370934,0,0,0,1.17,0,0,0,1,11,1,4,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14510,662905,2,66290502,95.09307591,78.86876126,0,0,0,1.17,0,0,0,2,11,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14511,662964,1,66296401,88.43928437,87.29189826,8,8,0,1.13,9.04,9.04,0,1,9,1,2,0,1,1,,2,1,3,1,42,1,42091,091_409,4209133120,42091200707,11611,40,47,1,10,1,10,6,10,0,8,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14512,663011,1,66301101,120.1336937,132.1781414,3,3,0,1.12,3.36,3.36,0,1,9,1,5,0,1,1,,2,1,1,1,34,1,34005,005_701,3400506670,34005701700,20008,40,17,1,10,5,10,4,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14513,663011,2,66301102,120.1336937,102.732873,2,2,0,1.12,2.24,2.24,0,2,9,1,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14514,663034,1,66303401,51.17584189,85.27867211,7,7,0,1.12,7.84,7.84,0,1,10,1,5,0,1,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14515,663039,1,66303901,133.0229962,94.65713571,5,5,0,1.17,5.85,5.85,0,2,9,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,9,,,
14516,663173,1,66317301,347.8814865,292.7183865,4,4,0,1.17,4.68,4.68,0,2,6,2,5,0,1,1,,2,1,1,1,34,1,34015,015_901,3401517710,34015501103,24003,30,35,1,10,8,10,9,,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14517,663173,2,66317302,347.8814865,880.3090749,4,4,0,1.17,4.68,4.68,0,2,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,34,1,34007,007_804,3400726760,34007608403,22608,,,,0,,,,
14518,663173,3,66317303,347.8814865,880.3090749,4,4,0,1.17,4.68,4.68,0,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,34,1,34007,007_804,3400726760,34007608403,22608,,,,,,,,
14519,663173,4,66317304,347.8814865,77.69667696,0,0,0,1.17,0,0,0,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,6,34,1,34007,007_804,3400726760,34007608403,22608,,,,,,,,
14520,663173,5,66317305,347.8814865,77.69667696,0,0,0,1.17,0,0,0,2,9,2,5,3,1,1,,2,1,3,1,34,1,34005,005_701,3400517440,34005700603,20048,40,29,9,,9,,9,,0,2,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14521,663236,1,66323601,119.4058649,82.65918415,3,3,0,1.17,3.51,3.51,0,2,11,1,2,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14522,663275,1,66327501,333.4364612,315.4150762,0,0,0,1.12,0,0,0,1,6,1,4,0,1,1,,1,2,1,1,34,1,34015,015_901,3401580120,34015500100,24036,70,43,1,10,7,10,5,10,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14523,663275,2,66327502,333.4364612,85.27867211,0,0,0,1.12,0,0,0,2,9,1,2,3,1,1,,2,1,1,1,34,1,34015,015_901,3401549680,34015500300,24018,40,43,9,,9,,9,,0,9,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14531,663323,1,66332301,97.34688475,83.98679561,2,2,0,1.17,2.34,2.34,0,1,10,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14532,663482,1,66348201,567.476916,385.1289724,0,0,0,1.17,0,0,0,1,9,2,2,0,1,1,,2,1,9,1,42,1,42101,101_116,4210160000,42101034600,3610,40,97,4,10,5,10,3,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,14,3,7,,
14533,663482,2,66348202,567.476916,729.0920042,0,0,0,1.17,0,0,0,2,9,2,2,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,14,3,,,
14534,663518,1,66351801,63.008432,90.66634636,2,2,0,1.13,2.26,2.26,0,1,9,1,4,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14535,663629,1,66362901,674.7927243,174.2925232,2,2,0,1.17,2.34,2.34,0,1,6,1,2,0,1,1,,2,1,3,1,34,1,34021,021_604,3402180240,34021004301,18634,40,97,1,10,9,,9,,0,3,,2,,1,2,3,4,5,6,7,3,,,,,,,,,,,,,,,0,,,,
14536,663707,1,66370701,449.8777211,832.6883782,6,5,1,1.17,7.02,5.85,1.17,2,10,1,3,0,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14537,663707,2,66370702,449.8777211,357.66744,2,2,0,1.17,2.34,2.34,0,1,9,1,2,1,1,2,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14538,663795,1,66379501,181.1962751,145.0274753,0,0,0,1.17,0,0,0,2,10,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,8,11,13,,
14548,663923,1,66392301,295.5111034,794.6997683,2,2,0,1.17,2.34,2.34,0,2,9,1,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14549,663933,1,66393301,395.0091586,123.5822361,2,2,0,1.17,2.34,2.34,0,2,7,1,5,0,1,1,,2,1,1,1,42,1,42091,091_409,4209179056,42091201004,11648,40,43,1,10,5,10,4,10,0,3,,1,8,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14550,663939,1,66393901,134.9341033,85.5843527,2,2,0,1.15,2.3,2.3,0,1,9,1,6,0,1,1,,2,1,1,1,42,1,42091,091_411,4209144920,42091201201,12010,40,25,1,10,5,10,4,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14551,664085,1,66408501,386.2941136,162.7513874,3,3,0,1.12,3.36,3.36,0,1,6,1,5,0,1,1,,1,2,1,1,42,1,42029,029_306,4202983080,42029302703,7039,55,15,1,10,8,10,8,8,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14552,664085,2,66408502,386.2941136,123.3661979,0,0,0,1.12,0,0,0,2,7,1,5,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14553,664085,3,66408503,386.2941136,3250.472309,0,0,0,1.12,0,0,0,1,1,1,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,
14554,664085,4,66408504,386.2941136,79.19177187,0,0,0,1.12,0,0,0,2,99,1,1,2,2,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14555,664161,1,66416101,455.1326485,111.9560025,6,6,0,1.17,7.02,7.02,0,2,8,1,2,0,1,1,,2,1,1,1,42,1,42091,091_410,4209135808,42091200507,11808,40,43,1,10,6,10,5,10,0,3,,2,,1,2,3,4,5,,,3,,,,1,42,1,42091,091_410,4209135808,42091200501,11814,,,,0,,,,
14556,664161,2,66416102,455.1326485,123.8420668,4,4,0,1.17,4.68,4.68,0,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,42,1,42091,091_410,4209135808,42091200501,11814,,,,,,,,
14557,664166,1,66416601,290.4212396,97.24734059,7,0,7,1.17,8.19,0,8.19,2,9,1,5,0,1,1,,2,1,1,1,42,1,42101,101_103,4210160000,42101000401,84,35,23,1,10,7,10,5,10,0,2,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,10,8,9,,
14558,664205,1,66420501,78.63580072,91.74723013,0,0,0,1.12,0,0,0,1,10,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,1,,,
14559,664463,1,66446301,260.1304932,239.9970366,4,4,0,1.12,4.48,4.48,0,2,9,1,6,0,1,1,,2,1,1,1,42,1,42091,091_410,4209109696,42091200200,11801,60,25,1,10,2,10,5,7,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14560,664463,2,66446302,260.1304932,405.8994138,2,2,0,1.12,2.24,2.24,0,1,9,1,3,1,1,1,,2,1,1,1,42,1,42091,091_410,4209145008,42091200105,11825,40,21,1,10,6,10,5,10,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14561,664463,3,66446303,260.1304932,872.7579444,7,7,0,1.12,7.84,7.84,0,1,5,1,3,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14562,664478,1,66447801,112.1650237,106.2219748,5,5,0,1.12,5.6,5.6,0,1,9,1,6,0,1,1,,2,1,1,1,34,1,34015,015_904,3401526340,34015501404,24610,4,25,1,10,8,10,4,7,0,3,,2,,2,3,4,,,,,3,,,,,,,,,,,,,,,0,,,,
14563,664478,2,66447802,112.1650237,121.6679513,2,2,0,1.12,2.24,2.24,0,2,9,1,5,1,1,1,,2,1,1,1,34,1,34005,005_701,3400517440,34005700603,20050,50,11,1,10,5,10,7,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14566,664529,1,66452901,78.8025846,99.70160211,5,5,0,1.12,5.6,5.6,0,1,12,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14567,664529,2,66452902,78.8025846,88.08264719,0,0,0,1.12,0,0,0,2,10,1,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14570,664626,1,66462601,180.6833049,277.9698655,4,4,0,1.12,4.48,4.48,0,2,8,1,4,0,1,1,,2,1,1,1,42,1,42017,017_508,4201754192,42017105202,15403,38,43,1,10,7,10,5,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14571,664708,1,66470801,206.7332285,137.4997527,3,3,0,1.12,3.36,3.36,0,2,7,1,6,0,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,1,,,
14572,664785,1,66478501,252.7305156,394.707317,5,5,0,1.17,5.85,5.85,0,2,8,2,6,0,1,1,,2,1,1,1,42,1,42101,101_103,4210160000,42101013300,137,37,21,1,10,7,10,4,10,0,8,,8,,1,2,3,4,5,,,1,8,,1,6,42,1,42045,045_206,4204563264,42045409802,5061,,,,0,,,,
14573,664815,1,66481501,189.7431369,78.93178787,5,5,0,1.17,5.85,5.85,0,2,9,1,4,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14574,664966,1,66496601,77.51304336,93.8269201,2,2,0,1.17,2.34,2.34,0,2,10,1,2,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14575,665139,1,66513901,103.7664094,137.0916136,2,2,0,1.12,2.24,2.24,0,1,10,1,2,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14576,665139,2,66513902,103.7664094,197.4498782,4,4,0,1.12,4.48,4.48,0,2,10,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14577,665291,1,66529101,62.80854718,116.6403338,1,1,0,1.13,1.13,1.13,0,1,10,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14578,665291,2,66529102,62.80854718,97.38371585,2,2,0,1.13,2.26,2.26,0,2,10,1,6,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14579,665336,1,66533601,569.3334286,297.1205777,3,3,0,1.17,3.51,3.51,0,2,10,1,4,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,42,1,42101,101_118,4210160000,42101033701,2816,,,,0,,,,
14580,665336,2,66533602,569.3334286,353.7632586,6,6,0,1.17,7.02,7.02,0,2,7,1,2,2,1,1,,2,1,1,1,42,1,42101,101_109,4210160000,42101038200,628,40,53,1,10,9,,3,10,0,3,,2,,1,2,3,4,5,,,3,,,,1,42,1,42101,101_118,4210160000,42101033701,2816,,,,0,,,,
14581,665336,3,66533603,569.3334286,198.2942652,3,3,0,1.17,3.51,3.51,0,1,1,100,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,42,1,42101,101_118,4210160000,42101980200,2817,5,,,,,,,
14582,665413,1,66541301,131.9083712,82.88279303,3,3,0,1.12,3.36,3.36,0,2,9,1,6,0,1,1,,2,1,1,1,34,1,34021,021_601,3402174000,34021001101,18020,35,27,2,8,3,8,2,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14583,665413,2,66541302,131.9083712,125.7224136,3,3,0,1.12,3.36,3.36,0,1,8,1,4,1,1,1,,2,1,1,1,34,1,34021,021_601,3402174000,34021001300,18041,35,35,1,8,3,10,2,10,0,3,,2,,1,2,3,4,7,,,3,,,,,,,,,,,,,,,0,,,,
14584,665436,1,66543601,298.5658425,219.6464298,0,0,0,1.17,0,0,0,2,7,1,5,0,1,1,,2,1,1,1,42,1,42101,101_103,4210160000,42101001201,31,53,39,5,9,4,10,7,6,0,8,,2,,1,2,3,4,5,,,2,7,,2,6,42,1,42101,101_103,4210160000,42101013402,138,,,,5,1,,,
14585,665436,2,66543602,298.5658425,238.1171674,4,0,4,1.17,4.68,0,4.68,1,7,1,6,1,1,1,,2,1,1,1,42,1,42101,101_103,4210160000,42101012500,136,45,25,6,10,5,9,3,8,0,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14586,665438,1,66543801,49.94067915,94.73256815,6,6,0,1.12,6.72,6.72,0,1,9,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14587,665438,2,66543802,49.94067915,87.52745818,6,6,0,1.12,6.72,6.72,0,2,9,1,6,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14588,665452,1,66545201,174.5328348,110.6011462,2,2,0,1.17,2.34,2.34,0,1,12,1,6,0,1,1,,2,1,1,1,34,1,34015,015_901,3401517710,34015501103,24002,40,13,1,10,7,10,5,10,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,2,9,,,
14589,665452,2,66545202,174.5328348,128.4183715,2,2,0,1.17,2.34,2.34,0,2,11,1,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,9,,,
14590,665468,1,66546801,164.118517,91.91700598,8,8,0,1.15,9.2,9.2,0,2,7,1,5,0,1,1,,2,1,2,1,34,1,34007,007_802,3400728770,34007606200,22244,33,13,,,,,,,,,,,,1,2,3,4,5,,,3,,,,1,34,1,34007,007_802,3400728770,34007606200,22244,,,,0,,,,
14591,665468,2,66546802,164.118517,111.1146499,2,2,0,1.15,2.3,2.3,0,1,7,1,6,1,1,1,,1,3,3,1,42,1,42101,101_101,4210160000,42101020000,1415,45,25,1,10,7,5,9,,4,2,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14592,665468,3,66546803,164.118517,137.1537783,4,4,0,1.15,4.6,4.6,0,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,34,1,34007,007_802,3400728770,34007606200,22244,,,,,,,,
14593,665468,4,66546804,164.118517,141.2158333,4,4,0,1.15,4.6,4.6,0,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,34,1,34007,007_802,3400728770,34007606200,22244,,,,,,,,
14596,665550,1,66555001,264.8909442,189.2277661,4,0,4,1.17,4.68,0,4.68,2,8,2,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,1,6,42,1,42101,101_103,4210160000,42101000500,69,,,,4,4,,,
14597,665558,1,66555801,294.0675695,665.6948705,3,0,3,1.17,3.51,0,3.51,2,11,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,11,13,,
14598,665569,1,66556901,196.252446,452.2176181,2,0,2,1.12,2.24,0,2.24,1,8,1,5,0,1,1,,2,2,1,1,42,1,42101,101_110,4210160000,42101008701,1033,38,15,4,10,6,10,4,10,0,2,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,10,1,,,
14599,665569,2,66556902,196.252446,189.0769256,0,0,0,1.12,0,0,0,2,8,1,2,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14600,665569,3,66556903,196.252446,224.2442088,4,4,0,1.12,4.48,4.48,0,2,5,1,2,2,1,1,,2,1,1,1,34,1,34005,005_702,3400543740,34005700403,20228,20,41,1,10,3,10,4,10,0,3,,2,,5,6,7,,,,,1,7,,1,1,34,1,34005,005_702,3400549020,34005702910,20280,,,,0,,,,
14601,665638,1,66563801,108.9737411,123.141902,9,9,0,1.12,10.08,10.08,0,1,10,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14602,665638,2,66563802,108.9737411,128.1439441,7,7,0,1.12,7.84,7.84,0,2,8,1,5,1,1,1,,2,1,3,1,42,1,42101,101_103,4210160000,42101000500,91,40,11,9,,9,,9,,0,2,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14604,665902,1,66590201,346.9522661,147.5117827,4,4,0,1.12,4.48,4.48,0,2,7,1,5,0,1,1,,2,1,1,1,34,1,34021,021_604,3402180240,34021004301,18631,32,13,1,10,6,10,4,10,0,3,,1,8,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14605,665902,2,66590202,346.9522661,124.9923269,2,2,0,1.12,2.24,2.24,0,1,7,1,5,1,1,1,,2,1,1,1,34,2,34023,,3402368790,34023008504,54520,40,41,1,10,7,8,5,8,2,3,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14606,665902,3,66590203,346.9522661,133.367759,5,5,0,1.12,5.6,5.6,0,2,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,1,34,1,34021,021_605,3402122185,34021003602,18808,,,,0,,,,
14607,665902,4,66590204,346.9522661,133.367759,4,4,0,1.12,4.48,4.48,0,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,34,1,34021,021_605,3402122185,34021003705,18814,,,,,,,,
14608,665945,1,66594501,90.85645556,88.2380928,3,3,0,1.17,3.51,3.51,0,2,11,1,2,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14609,665945,2,66594502,90.85645556,90.07485335,3,3,0,1.17,3.51,3.51,0,1,11,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14610,665971,1,66597101,73.74210181,84.83987937,4,4,0,1.17,4.68,4.68,0,1,11,1,6,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14611,665971,2,66597102,73.74210181,80.39423017,2,2,0,1.17,2.34,2.34,0,2,10,1,6,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14612,665995,1,66599501,180.2716724,145.2189538,2,2,0,1.13,2.26,2.26,0,2,7,5,6,0,1,1,,2,1,2,1,42,1,42091,091_401,4209144976,42091204702,10022,40,17,,,,,,,,,,,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14613,665995,2,66599502,180.2716724,237.7698462,2,2,0,1.13,2.26,2.26,0,1,8,5,6,1,1,1,,2,1,1,1,42,1,42101,101_110,4210160000,42101036900,1029,40,25,6,10,9,,9,,0,9,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14614,665995,3,66599503,180.2716724,258.9848539,4,4,0,1.13,4.52,4.52,0,1,2,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,42,1,42091,091_401,4209144976,42091204600,10016,,,,,,,,
14615,666027,1,66602701,108.7350151,87.17513729,1,1,0,1.17,1.17,1.17,0,2,9,1,5,0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14616,666027,2,66602702,108.7350151,98.05504548,3,3,0,1.17,3.51,3.51,0,1,9,1,6,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14617,666027,3,66602703,108.7350151,94.71728125,0,0,0,1.17,0,0,0,1,12,1,2,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
14618,666039,1,66603901,480.4399716,240.0416547,2,0,2,1.17,2.34,0,2.34,2,6,1,5,0,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,1,1,42,1,42101,101_110,4210160000,42101036900,1025,,,,6,1,,,
14619,666039,2,66603902,480.4399716,879.8757634,3,0,3,1.17,3.51,0,3.51,2,5,3,5,8,1,1,,2,1,1,1,42,1,42101,101_107,4210160000,42101037700,414,65,25,4,10,7,10,7,9,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,14,4,,,
14620,666039,3,66603903,480.4399716,748.99298,3,0,3,1.17,3.51,0,3.51,2,5,2,4,8,1,1,,2,1,1,1,42,1,42101,101_103,4210160000,42101001202,25,40,31,4,10,7,9,5,9,0,2,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,4,1,,,
14621,666039,4,66603904,480.4399716,240.0416547,5,0,5,1.17,5.85,0,5.85,2,5,1,5,8,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,1,1,42,1,42101,101_110,4210160000,42101036900,1025,,,,4,1,,,
14622,666100,1,66610001,283.1680956,343.6338421,2,2,0,1.12,2.24,2.24,0,2,9,1,2,0,1,1,,2,1,1,1,42,1,42045,045_203,4204579000,42045400700,4451,40,43,1,10,2,10,1,10,0,8,,8,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
14623,666100,2,66610002,283.1680956,115.8468303,2,2,0,1.12,2.24,2.24,0,1,9,1,6,1,1,1,,2,1,1,1,42,1,42045,045_205,4204549136,42045407201,4817,40,35,1,10,4,10,3,9,0,3,,2,,1,2,3,4,5,,,3,,,,,,,,,,,,,,,0,,,,
